region;district_name;school_name;teachers;technical;students;edrpo
Черкаська;Корсунь-Шевченківський район;"Моринський навчально - виховний комплекс ""Дошкільний навчальний заклад - загальноосвітня спеціалізована сільськогосподарська школа І-ІІІ ступенів"" імені Героя Радянського Союзу А.П.Харковця Корсунь-Шевченківської районної ради Черкаської області";22;16;118;33246648
Черкаська;Маньківський район;Іваньківська загальноосвітня школа І-ІІІ ступенів Іваньківської сільської ради Черкаської області;30;25;290;25974677
Черкаська;Уманський район;"Кочержинський навчально-виховний комплекс ""Дошкільний навчальний заклад - загальноосвітня школа I-III ступенів"" Паланської сільської ради Уманського району Черкаської області";21;14;89;24352241
Черкаська;Уманський район;" Юрківський навчально-виховний комплекс ""Дошкільний навчальний заклад - загальноосвітня школа І-ІІІ ступенів"" Уманської районної ради Черкаської області";24;21;149;24352365
Черкаська;Уманський район;Берестівецька загальноосвітня школа І ступеня Паланської сільської ради Уманського району Черкаської області;6;5;23;24351997
Черкаська;Уманський район;Кочубіївська загальноосвітня школа І-ІІІ ступенів Паланської сільської ради Уманського району Черкаської області;20;10;69;24352258
Черкаська;Уманський район;Паланська загальноосвітня школа І-ІІІ ступенів Паланської сільської ради Уманського району Черкаської області;23;11;166;24352287
Черкаська;Уманський район;"Городецька загальноосвітня школа І - ІІІ ступенів
 Паланської сільської ради Уманського району Черкаської області";24;12;104;24352175
Черкаська;Уманський район;"Громівський навчально-виховний комплекс ""Дошкільний навчальний заклад - загальноосвітня школа І - ІІІ ступенів"" Паланської сільської ради Уманського району Черкаської області";19;11;76;24352169
Черкаська;Черкаський район;Хацьківська загальноосвітня школа І-ІІІ ступенів Степанківської сільської ради Черкаської області;27;22;262;24354866
Черкаська;Черкаський район;Степанківська загальноосвітня школа І-ІІІ ступенів Степанківської сільської ради Черкаської області;25;22;279;24354843
Черкаська;Чорнобаївський район;"комунальний заклад ""Скородистицька гімназія ""Школа життєтворчості"" 
Іркліївської сільської ради  Черкаської області";19;8;86;33376354
Черкаська;Чорнобаївський район;"Комунальний заклад ""Мельниківський ліцей з дошкільним підрозділом"" Іркліївської сільської ради Черкаської області";24;14;122;33392277
Черкаська;Чорнобаївський район;"Комунальний заклад ""Іркліївський ліцей"" Іркліївської сільської ради Черкаської області";27;17;216;33369850
Черкаська;Чорнобаївський район;"комунальний заклад ""Червоногірська початкова школа з дошкільним підрозділом"" Іркліївської сільської ради Черкаської області";3;4;7;36782506
Черкаська;Шполянський район;"Станіславчицький навчально - виховний комплекс "" Заклад дошкільної освіти- загальноосвітня школа І-ІІ ступенів "" Матусівської сільської ради Черкаської області";11;9;25;24355883
Черкаська;Шполянський район;"Матусівський навчально - виховний комплекс ""Заклад дошкільної освіти - загальноосвітня школа І-ІІІ ступенів №1"" Матусівської сільської ради Черкаської області";23;15;100;24355736
Черкаська;Шполянський район;"Матусівський навчально-виховний комплекс ""Заклад дошкільної освіти - загальноосвітня школа І-ІІІ ступенів №2"" Матусівської сільської ради Черкаської області";22;15;115;24355742
Черкаська;Золотоніський район;Мехедівський заклад загальної середньої освіти І-ІІІ ступенів Зорівської сільської ради Золотоніського району Черкаської області;13;9;29;24353418
Черкаська;Золотоніський район;"Богданівський заклад загальної середньої освіти І ступеня Зорівської сільської ради Золотоніського району Черкаської області
";3;6;10;24353401
Черкаська;Золотоніський район;Зорівська загальноосвітня школа І-ІІІ ступенів Зорівської сільської ради, Золотоніського р-ну, Черкаської обл.;18;13;145;34323775
Черкаська;Кам'янський район;"Комунальний заклад ""Михайлівський ліцей Михайлівської сільської ради Кам'янського району Черкаської області""";23;11;174;33369431
Черкаська;Кам'янський район;"Комунальний заклад ""Ребедайлівський ліцей Михайлівської сільської ради Кам'янського району Черкаської області";14;8;82;33369447
Черкаська;Кам'янський район;"Комунальний заклад ""Ревівський ліцей Михайлівської сільської ради Кам'янського району Черкаської області""";18;10;101;33271831
Черкаська;Маньківський район;Опорний заклад загальної середньої освіти І-ІІІ ступенів Буцької селищної ради;24;16;287;33380130
Черкаська;Смілянський район;Заклад загальної середньої освіти І-ІІ ступенів села Мале Старосілля Балаклеївської сільської ради;12;10;63;33314450
Черкаська;Смілянський район;Балаклеївський ліцей - заклад загальної середньої освіти імені Євгенії Гуглі Балаклеївської сільської ради Черкаської області;27;18;237;33319113
Черкаська;Смілянський район;Заклад загальної середньої освіти І-ІІ ступенів №2 с. Балаклея Балаклеївської сільської ради;15;11;120;33319143
Черкаська;Смілянський район;Заклад загальньої середньої освіти І-ІІ ступенів №3 села Балаклея Балаклеївської сільської ради;15;8;77;33319176
Черкаська;Смілянський район;Заклад загальної середньої освіти І-ІІ ступенів села Теклине Балаклеївської сільської ради Черкаської області;13;8;63;33319155
Черкаська;Кам'янський район;Баландинська загальноосвітня школа І - ІІІ ступенів Баландинської сільської ради Кам'янського районуЧеркаської області;15;12;50;33271826
Черкаська;Смілянський район;Заклад загальної середньої освіти І - ІІІ ступенів села Велика Яблунівка Березняківської сільської ради Смілянського району Черкаської області;20;10;92;33327281
Черкаська;Смілянський район;Заклад загальної середньої освіти І-ІІІ ступенів с.Березняки Березняківської сільської ради;22;10;174;33319160
Черкаська;Канівський район;"Комунальний заклад ""Бобрицький ліцей"" Бобрицької сільської ради Канівського району Черкаської області";25;18;92;33353809
Черкаська;Канівський район;"Комунальний заклад ""Грищинецький ліцей"" Бобрицької сільської ради Канівського району Черкаської області";19;12;83;33353788
Черкаська;Лисянський район;"Комунальний опорний заклад ""Бужанський навчально-виховний заклад ""Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Бужанської сільської ради Лисянського району Черкаської області";66;47;327;33329755
Черкаська;Драбівський район;Заклад загальної середньої освіти І-ІІІ ст. імені Героя Радянського Союзу С.А.Куниці села Великий Хутір Великохутірської сільської ради Драбівського району Черкаської області;23;18;142;24353329
Черкаська;Драбівський район;Заклад загальної середньої освіти І-ІІступенів селища Рецюківщина Великохутірської сільської ради Драбівського району Черкаської області;9;6;34;24353565
Черкаська;Городищенський район;Вільшанський заклад загальної середньої освіти І-ІІІ ступенів Вільшанської селищної ради Городищенського району Черкаської області;22;13;171;24356954
Черкаська;Городищенський район;Вільшанський заклад загальної середньої освіти І-ІІ ступенів Вільшанської селищної ради Городищенського району Черкаської області;16;8;82;24357037
Черкаська;Городищенський район;В'язівський заклад загальної середньої освіти І-ІІІ ступенів Вільшанської селищної ради Городищенського району Черкаської області;22;15;165;24357057
Черкаська;Городищенський район;Вербівський заклад загальної середньої освіти І-ІІІ ступенів Вільшанської селищної ради Городищенського району Черкаської області;18;10;80;24357155
Черкаська;Городищенський район;"Воронівський навчально-виховний комплекс ""Заклад загальної середньої освіти І-ІІ ступенів - заклад дошкільної освіти"" Вільшанської селищної ради Городищенського району Черкаської області";14;9;36;24356948
Черкаська;Звенигородський район;"Водяницький навчально - виховний комплекс ""Дошкільний навчальниий заклад - загальноосвітня школа І -ІІ ступенів"" імені Героя Радянського Союзу Вахтанга Чіковані Водяницької сільської ради Черкаської області";13;8;43;21371462
Черкаська;Звенигородський район;Чижівська загальноосвітня школа І-ІІІ ступенів Водяницької сільської ради Черкаської області;16;11;54;21371723
Черкаська;Уманський район;"Собківський навчально-виховний комплекс ""Дошкільний навчальний заклад- загальноосвітня школа І-ІІІ ступенів"" Уманської районної ради Черкаської області ";19;18;72;24352086
Черкаська;Уманський район;Дмитрушківська загальноосвітня школа І-ІІІ ступенів Уманської районної ради Черкаської області;64;53;379;24352198
Черкаська;Уманський район;Старобабанівський ліцей Дмитрушківської сільської ради Уманського районну Черкаської області;28;19;201;24352324
Черкаська;Уманський район;Ладижинська загальноосвітня школа І-ІІІ ступенів Уманської районної ради Черкаської області;29;11;482;24352264
Черкаська;Уманський район;Колодистенська загальноосвітня школа І-ІІІ ступенів Уманської районної ради Черкаської області;21;18;149;24352229
Черкаська;Кам'янський район;Вербівська загальноосвітня школа І-ІІІ ступенів Лебедівської сільської ради Кам`янського району Черкаської області;10;5;42;33369473
Черкаська;Кам'янський район;Лебедівська загальноосвітня школа І-ІІІ ступенів Лебедівської сільської ради Кам'янського району Черкаської області ;9;5;37;33369452
Черкаська;Кам'янський район;Лузанівська загальноосвітня школа І-ІІІ ступенів Кам'янської районної ради Черкаської області;10;7;40;33369489
Черкаська;Черкаський район;Леськівський заклад загальної середньої освіти І-ІІІ ступенів Леськівської сільської ради Черкаського району Черкаської області;39;17;351;24354783
Черкаська;Черкаський район;Худяківський заклад загальної середньої освіти І-ІІІ ступенів ім. Героя Радянського Союзу Г.Є. Брика Леськівської сільської ради Черкаського району Черкаської області;25;16;226;24354872
Черкаська;Шполянський район;"Нечаєвський навчально-виховний комплекс ""Заклад дошкільної освіти - загальноосвітня школа І-ІІІ ступенів"" Лип'янської сільської ради Шполянського району Черкаської області";18;10;65;24355854
Черкаська;Шполянський район;Лип'янська загальноосвітня школа І - ІІІ ступенів Лип'янської сільської ради Шполянського району Черкаської області;14;8;52;24355707
Черкаська;Лисянський район;"Комунальний опорний заклад ""Лисянський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів №1 - гімназія - дошкільний навчальний заклад"" Лисянської селищної ради Черкаської області";127;99;676;33220394
Черкаська;Лисянський район;"Почапинський навчально-виховний комплекс ""Дошкільний навчальний заклад-загальноосвітня школа І-ІІІ ступенів"" Лисянської селищної ради Черкаської області";25;24;107;33335533
Черкаська;Лисянський район;Лисянська загальноосвітня школа І-ІІІ ступенів №2 Лисянської районної ради Черкаської області;41;24;315;33220373
Черкаська;Канівський район;"Комунальний заклад ""Козарівська початкова школа"" Литвинецької сільської ради Канівського району Черкаської області";5;8;20;33376082
Черкаська;Канівський район;"Комунальнай заклад ""Литвинецький ліцей"" Литвинецької сільської ради Канівського району Черкаської області";22;11;99;33363157
Черкаська;Чигиринський район;"Головківський навчально-виховний комплекс ""Заклад дошкільної освіти - заклад загальної середньої освіти І-ІІІ ступенів""Медведівської сільської ради Черкаської області";18;17;75;26322830
Черкаська;Чигиринський район;"Опорний заклад освіти ""Медведівський заклад загальної середньої освіти І-ІІІ ступенів ім. М.Залізняка"" Медведівської сільської ради Черкаської області ";21;13;183;26322764
Черкаська;Канівський район;"Комунальний заклад ""Конончанська гімназія "" Межиріцької сільської ради Канівського району Черкаської області";17;10;52;33369494
Черкаська;Канівський район;"Комунальний заклад ""Межиріцький ліцей"" Межиріцької сільської ради Канівськог району Черкаської області";19;15;106;25727252
Черкаська;Канівський район;"Комунальний заклад ""Хмільнянський ліцей"" Межиріцької сільської ради Канівського району Черкаської області";23;16;99;26491225
Черкаська;Драбівський район;Заклад загальної середньої освіти І-ІІІ ступенів с. Бойківщина Михайлівської сільської ради Драбівського району Черкаської області;7;12;25;24353482
Черкаська;Драбівський район;Заклад загальної середньої освіти І-ІІ ступенів с.Михайлівка Михайлівської сільської ради Драбівського району Черкаської області;12;6;59;24353542
Черкаська;Золотоніський район;"Безпальчівський навчально-виховний комплекс ""загальноосвітня школа І-ІІ ступенів-дошкільний навчальний заклад"" Плешканівської сільської ради Золотоніського району Черкаської області";10;8;27;24353298
Черкаська;Золотоніський район;"Коврайський навчально-виховний комплекс ""загальноосвітня школа I-III ступенів - дошкільний навчальний заклад"" імені Г. С. Сковороди Плешканівської сільської ради Золотоніського району Черкаської області";16;11;84;35052178
Черкаська;Золотоніський район;Підставківський навчально-виховний комплекс «загальноосвітня школа І ступеня - дошкільний навчальний заклад» Плешканівської сільської ради Золотоніського району Черкаської області;6;8;11;34323801
Черкаська;Золотоніський район;"Плешканівський навчально - виховний комплекс ""Загальноосвітня школа I-IIступенів - дошкільний навчальний заклад"" Плешканівської сільської ради Золотоніського району Черкаської області";13;9;61;25203843
Черкаська;Черкаський район;Руськополянський заклад загальної середньої освіти I-III ступенів №2 Руськополянської сільської ради;27;17;269;24354814
Черкаська;Черкаський район;Геронимівський заклад загальної середньої освіти І-ІІІ ступенів Руськополянської сільської ради ради Черкаської області;26;21;289;24354754
Черкаська;Черкаський район;Руськополянський заклад загальної середньої освіти І-ІІІ ступенів №1 Руськополянської сілської ради;43;27;587;24354808
Черкаська;Черкаський район;"Топилівський навчально-виховний комплекс "" Заклад загальної середньої освіти І ступеня-заклад дошкільної освіти"" Сагунівської сільської ради ради Черкаської області";3;8;16;26322793
Черкаська;Черкаський район;Боровицький заклад загальної середньої освіти І-ІІІ ступенів Сагунівської сільської ради Черкаської області;22;14;161;26322741
Черкаська;Черкаський район;Сагунівський заклад загальної середньої освіти I-III ступенів Сагунівської сільської ради Черкаської області;26;21;261;24354837
Черкаська;Канівський район;"Комунальний заклад ""Таганчанський ліцей"" Таганчанської сільської ради Черкаської області""";24;28;124;43193781
Черкаська;Смілянський район;Заклад загальної середньої освіти І-ІІІ ступенів села Тернівка Тернівської сільської ради Смілянського району Черкаської області;20;13;115;33210103
Черкаська;Смілянський район;ЗАКЛАД ЗАГАЛЬНОЇ СЕРЕДНЬОЇ ОСВІТИ І-ІІ СТУПЕНІВ С.СЕРДЮКІВКА ТЕРНІВСЬКОЇ СІЛЬСЬКОЇ РАДИ;9;8;36;33314508
Черкаська;Смілянський район;Заклад загальної середньої освіти І-ІІ ступенів с.Попівка Тернівської сільської ради;15;11;54;33314438
Черкаська;Смілянський район;Заклад загальної середньої освіти І-ІІ ступенів с. Мала Смілянка Тернівської сільської ради;14;9;62;33314492
Черкаська;Городищенський район;Хлистунівський академічний ліцей Хлистунівської сільської ради Городищенського району Черкаської області;22;14;172;24357184
Черкаська;Городищенський район;"Калинівське навчально-виховне об'єднання ""Заклад початкової освіти - заклад дошкільної освіти"" Хлистунівської сільської ради Городищенського району Черкаської області";4;6;14;24357020
Черкаська;Городищенський район;Дирдинська гімназія Хлистунівської сільської ради Городищенського району Черкаської області.;17;13;77;24357008
Черкаська;Городищенський район;Цвітківський академічний ліцей Хлистунівської сільської ради Городищенського району Черкаської області;24;13;146;24356960
Черкаська;Черкаський район;Нечаївський заклад загальної середньої освіти І-ІІ ступенів Червонослобідської сільської ради Черкаської області;15;11;102;24354961
Черкаська;Черкаський район;Вергунівський заклад загальної середньої освіти І-ІІІ ступенів Червонослобідської сільської ради Черкаської області;20;20;199;24354748
Черкаська;Черкаський район;Червонослобідський заклад загальної середньої освіти І-ІІІ ступенів №2 Червонослобідської сільської ради Черкаської області;35;21;456;24354895
Черкаська;Черкаський район;Червонослобідський заклад загальної середньої освіти І-ІІІ ступенів № 1 Червонослобідської сільської ради Черкаської області;40;19;404;24354889
Черкаська;Черкаський район;Хутірський заклад загальної середньої освіти І-ІІІ ступенів Червонослобідської сільської ради Черкаської області;30;14;270;24355015
Черкаська;Чигиринський район;Чигиринський заклад загальної середньої освіти І-ІІІ ступенів №1 ім. Б. Хмельницького Чигиринської міської ради Черкаської області;41;19;451;26322770
Черкаська;Чигиринський район;Суботівський заклад освіти І ступеня ім. Б.Хмельницького Чигиринської міської ради Черкаської області;3;5;10;26322735
Черкаська;Чигиринський район;"Чигиринський навчально - виховний комплекс ""спеціалізований заклад загальної середньої освіти І-ІІІ ступенів №2 - заклад дошкільної освіти"" Чигиринської міської ради Черкаської області";51;40;470;26322729
Черкаська;Чигиринський район;"Галаганівський навчально-виховний комплекс ""заклад загальної середньої освіти І-ІІ ступенів-заклад дошкільної освіти""Чигиринської міської ради Черкаської області";16;9;50;26322787
Черкаська;Чигиринський район;"Стецівський навчально-виховний комплеc ""заклад загальної середньої освіти І - ІІІ ступенів - заклад дошкільної освіти"" Чигиринської міської ради Черкаської області";25;12;108;26322882
Черкаська;Чигиринський район;Тіньківський заклад загальної середньої освіти І-ІІІ ступенів Чигиринської міської ради Черкаської області;23;12;184;26322847
Черкаська;Чигиринський район;"Матвіївський навчально-виховний комплекс ""Дошкільний навчальний заклад - загальноосвітня школа І - ІІ ступенів"" Чигиринської районної ради Черкаської області";9;8;28;26322899
Черкаська;Чигиринський район;"Чигиринський навчально-виковний комплекс "" заклад загальної середньої освіти І-ІІІ ступенів №3-заклад дошкільної освіти"" Чигиринської міської ради Черкаської області";33;20;210;26322818
Черкаська;Вітовський район;Тарасівська загальноосвітня школа І-ІІІ ступенів Звенигородської районної ради Черкаської області;13;10;40;21371717
Черкаська;Вітовський район;Пединівська загальноосвітня школа І-ІІ ступенів Шевченківської сільської ради Черкаської області;14;4;40;21371522
Черкаська;Вітовський район;"Опорний навчальний заклад ""Шевченківська загальноосвітня школа І-ІІІ ступенів"" Шевченківської сільської ради";28;31;162;21371733
Черкаська;Канів;Канівська загальноосвітня школа І-ІІІ ступенів №3 Канівської міської ради Черкаської області;44;18;539;24415125
Черкаська;Канів;Канівська гімназія імені Івана Франка Канівської міської ради Черкаської області;27;17;365;25728464
Черкаська;Канів;"Яблунівський навчально-виховний комплекс ""Дошкільний навчальний закдад - загальноосвітня школа І-ІІ ступенів Канівської міської ради Черкаської області""";7;8;36;33363136
Черкаська;Канів;Канівська загальноосвітня школа І-ІІІ ступенів №1 імені Т.Г. Шевченка Канівської міської ради Черкаської області;37;22;433;26491030
Черкаська;Канів;Канівська загальноосвітня школа I - ІІІ ступенів №4 Канівської міської ради Черкаської області;52;20;734;26491024
Черкаська;Канів;Канівська спеціалізована школа І-ІІІ ступенів № 6 з поглибленим вивченням іноземних мов Канівської міської ради Черкаської області;29;20;318;26491018
Чернівецька;Чернівці;"Комунальний заклад дошкільної освіти - заклад загальної середньої освіти І-ІІ ступенів ""Навчально-виховний комплекс ""Берегиня"" Чернівецької міської ради";20;11;237;21431336
Чернівецька;Чернівці;Чернівецька загальноосвітня школа І-ІІІ ступенів №8 Чернівецької міської ради;51;12;585;21431075
Чернівецька;Чернівці;Чернівецька гімназія № 7 Чернівецької міської ради;72;17;752;35529258
Чернівецька;Чернівці;Чернівецька загальноосвітня школа І - ІІІ ступенів № 2 ім. Ю. Федьковича Чернівецької міської ради;45;15;726;21431000
Чернівецька;Чернівці;Чернівецький філософсько-правовий ліцей № 2;29;18;232;14271091
Чернівецька;Чернівці;Чернівецька загальноосвітня школа І-ІІІ ступенів №16 ;45;18;582;21431158
Чернівецька;Чернівці;"Чернівецька гімназія № 1 імені Тараса Григоровича Шевченка Чернівецької міської ради
";68;17;623;21431069
Чернівецька;Чернівці;Чернівецька гімназія №2 Чернівецької міської ради;46;14;407;21431342
Чернівецька;Чернівці;Чернівецька гімназія №3 Чернівецької міської ради;48;18;409;21431253
Чернівецька;Чернівці;Чернівецька гімназія №4 Чернівецької міської ради;60;14;629;21431081
Чернівецька;Чернівці;Чернівецька гімназія № 5 Чернівецької міської ради;35;17;452;21436380
Чернівецька;Чернівці;Чернівецька гімназія №6 імені Олександра Доброго (Alexandru cel Bun) Чернівецької міської ради;22;13;152;35583027
Чернівецька;Чернівці;Чернівецький ліцей №1 математичного та економічного профілів Чернівецької міської ради;36;14;323;14271211
Чернівецька;Чернівці;Чернівецький ліцей № 3 медичного профілю Чернівецької міської ради;36;11;434;22845324
Чернівецька;Чернівці;Чернівецький багатопрофільний ліцей №4 Чернівецької міської ради;75;17;964;21431170
Чернівецька;Чернівці;Загальноосвітня школа І-ІІІ ступенів №1 Чернівецької міської ради;45;12;634;14271085
Чернівецька;Чернівці;Чернівецька загальноосвітня школа І-ІІІ ступенів № 3 Чернівецької міської ради;52;21;662;21431023
Чернівецька;Чернівці;Чернівецька загальноосвітня школа І-ІІІ ступенів №4 Чернівецької міської ради;54;16;626;21431035
Чернівецька;Чернівці;Чернівецька загальноосвітня школа І-ІІІ ступенів № 5;62;23;846;21431052
Чернівецька;Чернівці;Чернівецька спеціалізована школа І-ІІІ ступенів фізико-математичного профілю № 6 Чернівецької міської ради;79;24;1063;21431046
Чернівецька;Чернівці;Чернівецька загальноосвітня школа І-ІІІ ступенів № 10;20;12;180;21431098
Чернівецька;Чернівці;Чернівецька загальноосвітня школа І-ІІІ ступенів №11 Чернівецької міської ради;55;18;762;21431106
Чернівецька;Чернівці;"Комунальний дошкільний навчальний заклад - загальноосвітній навчальний заклад ""Навчально-виховний комплекс ""Лідер"" Чернівецької міської ради";30;12;321;21431112
Чернівецька;Чернівці;Чернівецька загальноосвітня школа І-ІІ ступенів №13 Чернівецької міської ради Чернівецької області;19;6;151;21431129
Чернівецька;Чернівці;Чернівецька загальноосвітня школа I-III ступенів №14;48;15;576;21431135
Чернівецька;Чернівці;Чернівецька загальноосвітня школа І-ІІ ступенів №17 Чернівецької міської ради.;15;8;87;21431164
Чернівецька;Чернівці;Чернівецька загальнооосвітня школа І-ІІ ступенів № 19 Чернівецької міської ради;19;12;245;21431187
Чернівецька;Чернівці;Чернівецька загальноосвітня школа І-ІІІ ступенів № 20 Чернівецької міської ради Чернівецької області;37;13;446;21431193
Чернівецька;Чернівці;Чернівецька спеціалізована школа І-ІІІ ступенів № 22 Чернівецької міської ради ;108;26;1438;21431218
Чернівецька;Чернівці;Чернівецька загальноосвітня школа І-ІІІ ступенів № 24 імені Ольги Кобилянської Чернівецької міської ради;103;20;1183;21431230
Чернівецька;Чернівці;Чернівецька загальноосвітня школа І-ІІІ ступенів № 25 Чернівецької міської ради;40;15;453;21431247
Чернівецька;Чернівці;Чернівецька загальноосвітня школа І-ІІІ ступенів № 27 Чернівецької міської ради;112;27;1313;21431264
Чернівецька;Чернівці;Чернівецька загальноосвітня школа І-ІІІ ступенів №28 Чернівецької міської ради;78;25;1097;21431276
Чернівецька;Чернівці;Чернівецька загальноосвітня школа І-ІІІ ступенів №30 Чернівецької міської ради;41;13;447;21431299
Чернівецька;Чернівці;Чернівецька загальноосвітня школа І-ІІІ ступенів №31;50;21;758;21431307
Чернівецька;Чернівці;Чернівецька загальноосвітня школа І-ІІІ ступенів технологічного профілю № 33 Чернівецької міської ради ;46;15;623;21431329
Чернівецька;Чернівці;Чернівецька загальноосвітня школа І-ІІІ ступенів №37 Чернівецької міської ради;54;16;622;21431365
Чернівецька;Чернівці;Чернівецька загальноосвітня школа І-ІІІ ступеня №38 Чернівецької міської ради;43;14;553;21431371
Чернівецька;Чернівці;Чернівецька загальноосвітня школа І-ІІІ ступенів №39 Чернівецької міської ради;28;17;315;21431388
Чернівецька;Чернівці;Чернівецька загальноосвітня школа І-ІІІ ступенів № 40 Чернівецької міської ради;21;12;189;21431394
Чернівецька;Чернівці;"Чернівецька спеціалізована школа ""Освітні ресурси та технологічний тренінг"" І-ІІІ ступенів № 41 з вивченням єврейського етнокультурного компонента";28;13;347;21431402
Чернівецька;Чернівці;"Комунальний дошкільний навчальний заклад - загальноосвітній навчальний заклад ""Навчально - виховний комплекс "" Любисток"" Чернівецької міської ради";60;18;815;36882721
Чернівецька;Чернівці;Чернівецька спеціалізована школа І ступеня № 26 Чернівецької міської ради;16;0;402;30749865
Чернівецька;Чернівці;Чернівецька спеціалізована школа I-го ступеня № 7 Чернівецької міської ради;20;0;465;30749933
Чернівецька;Чернівці;Чернівецька спеціалізована школа І ступеня №15 Чернівецької міської ради;24;4;597;35529279
Чернівецька;Чернівці;Чернівецька спеціалізована школа І-го ступеня №35 Чернівецької міської ради;12;5;248;30749928
Чернівецька;Чернівці;Чернівецька спеціалізована школа І ступеня №29 Чернівецької міської ради;9;0;192;35583006
Чернівецька;Чернівці;Чернівецька спеціалізована школа І-го ступеня №9 Чернівецької міської ради;21;11;484;30749954
Чернівецька;Чернівці;Чернівецька спеціалізована школа І ступеня № 23 Чернівецької міської ради;13;0;301;30749907
Чернівецька;Вижницький район;Берегометська загально освітня школа І-ІІІ ступенів №2 Вижницької районної ради Вижницького району Чернівецької області;32;17;245;21437913
Чернівецька;Вижницький район;Банилівська загальноосвітня школа І-ІІІ ступенів імені Івана Діяконюка ;63;24;601;21437818
Чернівецька;Вижницький район;Долішньошепітський навчально-виховний комплекс (загальноосвітній навчальний заклад І-ІІІ ступенів - дошкільний навчальний заклад) Вижницької районної ради Чернівецької області;32;18;204;21437866
