code;oblast;name;pop_number
500000000;Вінницька;Вінницька область;1545416
510100000;Вінницька;м. Вінниця;370707
510300000;Вінницька;м. Жмеринка;34353
510400000;Вінницька;м. Могилів-Подільський (міськрада);30564
510410100;Вінницька;м. Могилів-Подільський;30389
510500000;Вінницька;м. Козятин (міськрада);23926
510510100;Вінницька;м. Козятин;22951
510541000;Вінницька;смт Залізничне;975
510600000;Вінницька;м. Ладижин (міськрада);23760
510610100;Вінницька;м. Ладижин;22589
510900000;Вінницька;м. Хмільник;27398
520200000;Вінницька;Барський район;50000
520210100;Вінницька;м. Бар;15775
520255300;Вінницька;смт Копайгород;1243
520400000;Вінницька;Бершадський район;56776
520410100;Вінницька;м. Бершадь;12552
520600000;Вінницька;Вінницький район;81278
520655300;Вінницька;смт Вороновиця;6433
520655500;Вінницька;смт Десна;1287
520655900;Вінницька;смт Стрижавка;9232
520800000;Вінницька;Гайсинський район;55331
520810100;Вінницька;м. Гайсин;25818
521000000;Вінницька;Жмеринський район;32552
521055300;Вінницька;смт Браїлів;4515
521200000;Вінницька;Іллінецький район;36249
521210100;Вінницька;м. Іллінці;11219
521255400;Вінницька;смт Дашів;3822
521400000;Вінницька;Козятинський район;37618
521455300;Вінницька;смт Бродецьке;2111
521455500;Вінницька;смт Глухівці;3212
521600000;Вінницька;Калинівський район;56268
521610100;Вінницька;м. Калинівка;18832
521900000;Вінницька;Крижопільський район;32134
521955100;Вінницька;смт Крижопіль;8664
522200000;Вінницька;Липовецький район;36123
522210100;Вінницька;м. Липовець;8181
522255500;Вінницька;смт Турбів;6214
522400000;Вінницька;Літинський район;33691
522455100;Вінницька;смт Літин;6625
522600000;Вінницька;Могилів-Подільський район;31793
522655500;Вінницька;смт Вендичани;3734
522800000;Вінницька;Мурованокуриловецький район;23971
522855100;Вінницька;смт Муровані Курилівці;5820
523000000;Вінницька;Немирівський район;46906
523010100;Вінницька;м. Немирів;11588
523055300;Вінницька;смт Брацлав;5092
523055600;Вінницька;смт Ситківці;2215
523100000;Вінницька;Оратівський район;19809
523155100;Вінницька;смт Оратів;2771
523200000;Вінницька;Піщанський район;20021
523255100;Вінницька;смт Піщанка;5303
523255400;Вінницька;смт Рудниця;1129
523400000;Вінницька;Погребищенський район;28321
523410100;Вінницька;м. Погребище;9514
523700000;Вінницька;Теплицький район;26946
523755100;Вінницька;смт Теплик;6239
523900000;Вінницька;Томашпільський район;31944
523955100;Вінницька;смт Томашпіль;5435
523955400;Вінницька;смт Вапнярка;7412
524100000;Вінницька;Тростянецький район;34304
524155100;Вінницька;смт Тростянець;7496
524300000;Вінницька;Тульчинський район;53426
524310100;Вінницька;м. Тульчин;14871
524355300;Вінницька;смт Кирнасівка;4929
524355600;Вінницька;смт Шпиків;3045
524500000;Вінницька;Тиврівський район;40873
524510500;Вінницька;м. Гнівань;12330
524555100;Вінницька;смт Тиврів;3933
524555700;Вінницька;смт Сутиски;5976
524800000;Вінницька;Хмільницький район;34576
524900000;Вінницька;Чернівецький район;20209
524955100;Вінницька;смт Чернівці;2622
525000000;Вінницька;Чечельницький район;20120
525055100;Вінницька;смт Чечельник;4920
525300000;Вінницька;Шаргородський район;55359
525310100;Вінницька;м. Шаргород;7035
525600000;Вінницька;Ямпільський район;38110
525610100;Вінницька;м. Ямпіль;10879
700000000;Волинська;Волинська область;1031421
710100000;Волинська;м. Луцьк;217315
710200000;Волинська;м. Володимир-Волинський;38340
710400000;Волинська;м. Ковель;68240
710700000;Волинська;м. Нововолинськ (міськрада);55676
710710100;Волинська;м. Нововолинськ;51010
710745300;Волинська;смт Благодатне;4666
720500000;Волинська;Володимир-Волинський район;24545
720510400;Волинська;м. Устилуг;2096
720800000;Волинська;Горохівський район;50220
720810100;Волинська;м. Горохів;9053
720810300;Волинська;м. Берестечко;1694
720855400;Волинська;смт Мар'янівка;2736
720855700;Волинська;смт Сенкевичівка;1257
721100000;Волинська;Іваничівський район;31231
721155100;Волинська;смт Іваничі;6394
721400000;Волинська;Камінь-Каширський район;63919
721410100;Волинська;м. Камінь-Каширський;12477
721800000;Волинська;Ківерцівський район;63576
721810100;Волинська;м. Ківерці;13971
721855400;Волинська;смт Олика;3046
721855700;Волинська;смт Цумань;6592
722100000;Волинська;Ковельський район;40395
722155300;Волинська;смт Голоби;4009
722155700;Волинська;смт Люблинець;4518
722400000;Волинська;Локачинський район;21586
722455100;Волинська;смт Локачі;3775
722800000;Волинська;Луцький район;66875
722855200;Волинська;смт Рокині;1492
722855400;Волинська;смт Торчин;4555
723100000;Волинська;Любешівський район;35134
723155100;Волинська;смт Любешів;5710
723300000;Волинська;Любомльський район;38578
723310100;Волинська;м. Любомль;10425
723355300;Волинська;смт Головне;2972
723600000;Волинська;Маневицький район;53481
723655100;Волинська;смт Маневичі;10725
723655400;Волинська;смт Колки;4004
724200000;Волинська;Ратнівський район;51817
724255100;Волинська;смт Ратне;9737
724255300;Волинська;смт Заболоття;4408
724500000;Волинська;Рожищенський район;38359
724510100;Волинська;м. Рожище;12710
724555300;Волинська;смт Дубище;1940
725000000;Волинська;Старовижівський район;29660
725055100;Волинська;смт Стара Вижівка;5127
725500000;Волинська;Турійський район;25889
725555100;Волинська;смт Турійськ;5836
725555400;Волинська;смт Луків;3081
725700000;Волинська;Шацький район;16585
725755100;Волинська;смт Шацьк;5268
1200000000;Дніпропетровська;Дніпропетровська область;3176648
1210100000;Дніпропетровська;м. Дніпро (міськрада);993220
1210110100;Дніпропетровська;м. Дніпро;990724
1210141000;Дніпропетровська;смт Авіаторське;2496
1210200000;Дніпропетровська;м. Вільногірськ;22675
1210400000;Дніпропетровська;м. Кам’янське (міськрада);238832
1210410100;Дніпропетровська;м. Кам’янське;231915
1210465300;Дніпропетровська;смт Карнаухівка;6645
1210700000;Дніпропетровська;м. Жовті Води (міськрада);44320
1210710100;Дніпропетровська;м. Жовті Води;43591
1211000000;Дніпропетровська;м. Кривий Ріг (міськрада);622012
1211010100;Дніпропетровська;м. Кривий Ріг;619278
1211300000;Дніпропетровська;м. Марганець (міськрада);47064
1211310100;Дніпропетровська;м. Марганець;46097
1211345400;Дніпропетровська;смт Мар'ївка;354
1211600000;Дніпропетровська;м. Нікополь;109122
1211900000;Дніпропетровська;м. Новомосковськ;70357
1212100000;Дніпропетровська;м. Покров (міськрада);40226
1212110100;Дніпропетровська;м. Покров;38570
1212145300;Дніпропетровська;смт Гірницьке;348
1212145700;Дніпропетровська;смт Чортомлик;1308
1212400000;Дніпропетровська;м. Павлоград;104225
1212600000;Дніпропетровська;м. Першотравенськ;27892
1213000000;Дніпропетровська;м. Синельникове;30321
1213500000;Дніпропетровська;м. Тернівка (міськрада);27650
1213510100;Дніпропетровська;м. Тернівка;27635
1220300000;Дніпропетровська;Апостолівський район;52509
1220310100;Дніпропетровська;м. Апостолове;13455
1220310300;Дніпропетровська;м. Зеленодольськ;13056
1220700000;Дніпропетровська;Васильківський район;31093
1220755100;Дніпропетровська;смт Васильківка;11539
1220755400;Дніпропетровська;смт Письменне;1178
1220755700;Дніпропетровська;смт Чаплине;3719
1221000000;Дніпропетровська;Верхньодніпровський район;51469
1221010100;Дніпропетровська;м. Верхньодніпровськ;15915
1221010300;Дніпропетровська;м. Верхівцеве;10148
1221055400;Дніпропетровська;смт Дніпровське;5486
1221055800;Дніпропетровська;смт Новомиколаївка;3927
1221400000;Дніпропетровська;Дніпровський район;83879
1221411000;Дніпропетровська;м. Підгородне;19526
1221455400;Дніпропетровська;смт Обухівка;9224
1221455800;Дніпропетровська;смт Слобожанське;13889
1221800000;Дніпропетровська;Криворізький район;43807
1221855500;Дніпропетровська;смт Радушне;3851
1221855800;Дніпропетровська;смт Христофорівка;1369
1222000000;Дніпропетровська;Криничанський район;34133
1222055100;Дніпропетровська;смт Кринички;4100
1222055300;Дніпропетровська;смт Аули;4071
1222055700;Дніпропетровська;смт Божедарівка;2738
1222300000;Дніпропетровська;Магдалинівський район;32844
1222355100;Дніпропетровська;смт Магдалинівка;6232
1222600000;Дніпропетровська;Межівський район;22579
1222655100;Дніпропетровська;смт Межова;7251
1222655400;Дніпропетровська;смт Демурине;998
1222900000;Дніпропетровська;Нікопольський район;38879
1222955700;Дніпропетровська;смт Червоногригорівка;6194
1223200000;Дніпропетровська;Новомосковський район;71613
1223210500;Дніпропетровська;м. Перещепине;9805
1223255300;Дніпропетровська;смт Гвардійське;6150
1223255600;Дніпропетровська;смт Губиниха;5406
1223255800;Дніпропетровська;смт Меліоративне;4068
1223256200;Дніпропетровська;смт Черкаське;4226
1223500000;Дніпропетровська;Павлоградський район;26723
1223700000;Дніпропетровська;Петриківський район;24479
1223755100;Дніпропетровська;смт Петриківка;4520
1223756800;Дніпропетровська;смт Курилівка;2491
1223757100;Дніпропетровська;смт Миколаївка;1173
1223800000;Дніпропетровська;Петропавлівський район;25119
1223855100;Дніпропетровська;смт Петропавлівка;6834
1223855300;Дніпропетровська;смт Залізничне;203
1224200000;Дніпропетровська;Покровський район;33134
1224255100;Дніпропетровська;смт Покровське;9739
1224255400;Дніпропетровська;смт Просяна;4760
1224500000;Дніпропетровська;П'ятихатський район;43469
1224510100;Дніпропетровська;м. П'ятихатки;18619
1224555300;Дніпропетровська;смт Вишневе;2326
1224555600;Дніпропетровська;смт Лихівка;1931
1224800000;Дніпропетровська;Синельниківський район;36845
1224855300;Дніпропетровська;смт Іларіонове;8838
1224855600;Дніпропетровська;смт Роздори;1695
1224855900;Дніпропетровська;смт Сад;494
1224856200;Дніпропетровська;смт Славгород;2143
1225000000;Дніпропетровська;Солонянський район;37429
1225055100;Дніпропетровська;смт Солоне;7487
1225055400;Дніпропетровська;смт Новопокровка;1775
1225200000;Дніпропетровська;Софіївський район;20562
1225255100;Дніпропетровська;смт Софіївка;6527
1225400000;Дніпропетровська;Томаківський район;23749
1225455100;Дніпропетровська;смт Томаківка;6732
1225600000;Дніпропетровська;Царичанський район;26079
1225655100;Дніпропетровська;смт Царичанка;7286
1225800000;Дніпропетровська;Широківський район;25696
1225855100;Дніпропетровська;смт Широке;9925
1225900000;Дніпропетровська;Юр'ївський район;12643
1225955100;Дніпропетровська;смт Юр'ївка;2172
1400000000;Донецька;Донецька область;4131808
1410100000;Донецька;м. Донецьк (міськрада);924211
1410110100;Донецька;м. Донецьк;908456
1410160500;Донецька;м. Моспине;10518
1410166300;Донецька;смт Горбачево-Михайлівка;917
1410167600;Донецька;смт Ларине;2763
1410200000;Донецька;м. Авдіївка;32436
1410300000;Донецька;м. Бахмут (міськрада);73824
1410310100;Донецька;м. Бахмут;73212
1410345600;Донецька;смт Красна Гора;612
1410600000;Донецька;м. Горлівка (міськрада);258814
1410610100;Донецька;м. Горлівка;242224
1410665300;Донецька;смт Гольмівський;6799
1410666700;Донецька;смт Пантелеймонівка;7786
1410900000;Донецька;м. Дебальцеве;24438
1411200000;Донецька;м. Торецьк (міськрада);67394
1411210100;Донецька;м. Торецьк;32027
1411245300;Донецька;смт Північне;9360
1411245600;Донецька;смт Курдюмівка;762
1411245900;Донецька;смт Південне;1458
1411246200;Донецька;смт Неліпівка;1013
1411246500;Донецька;смт Новгородське;10064
1411246800;Донецька;смт Петрівка;1040
1411247200;Донецька;смт Щербинівка;3373
1411270300;Донецька;м. Залізне;5105
1411300000;Донецька;м. Мирноград (міськрада);48464
1411310100;Донецька;м. Мирноград;47460
1411500000;Донецька;м. Добропілля (міськрада);59486
1411510100;Донецька;м. Добропілля;29129
1411545300;Донецька;смт Водянське;1436
1411545600;Донецька;смт Новодонецьке;5734
1411570300;Донецька;м. Білицьке;8047
1411570500;Донецька;м. Білозерське;15099
1411600000;Донецька;м. Докучаєвськ (міськрада);23728
1411610100;Донецька;м. Докучаєвськ;22959
1411700000;Донецька;м. Дружківка (міськрада);65087
1411710100;Донецька;м. Дружківка;55984
1411745300;Донецька;смт Олексієво-Дружківка;7148
1411745600;Донецька;смт Новогригорівка;337
1411745800;Донецька;смт Новомиколаївка;84
1411746200;Донецька;смт Райське;812
1412000000;Донецька;м. Єнакієве (міськрада);104957
1412010100;Донецька;м. Єнакієве;77355
1412045900;Донецька;смт Дружне;676
1412046500;Донецька;смт Софіївка;9575
1412046800;Донецька;смт Корсунь;2574
1412070700;Донецька;м. Бунге;13565
1412100000;Донецька;м. Жданівка (міськрада);12774
1412110100;Донецька;м. Жданівка;11959
1412147000;Донецька;смт Вільхівка;726
1412300000;Донецька;м. Маріуполь (міськрада);457439
1412310100;Донецька;м. Маріуполь;436569
1412365300;Донецька;смт Сартана;10240
1412365600;Донецька;смт Старий Крим;5858
1412365800;Донецька;смт Талаківка;3926
1412500000;Донецька;м. Хрестівка;27503
1412600000;Донецька;м. Костянтинівка;69817
1412900000;Донецька;м. Краматорськ (міськрада);185115
1412910100;Донецька;м. Краматорськ;152120
1412945300;Донецька;смт Олександрівка;424
1412945600;Донецька;смт Біленьке;9371
1412945900;Донецька;смт Комишуваха;507
1412946200;Донецька;смт Красноторка;2905
1412946500;Донецька;смт Малотаранівка;3762
1412946800;Донецька;смт Софіївка;894
1412947100;Донецька;смт Шабельківка;4214
1412947400;Донецька;смт Ясна Поляна;2227
1412947700;Донецька;смт Ясногірка;7960
1413200000;Донецька;м. Покровськ (міськрада);73513
1413210100;Донецька;м. Покровськ;61770
1413245400;Донецька;смт Шевченко;1677
1413270600;Донецька;м. Родинське;10066
1413300000;Донецька;м. Лиман (міськрада);41720
1413310100;Донецька;м. Лиман;20768
1413355400;Донецька;смт Дробишеве;2691
1413355700;Донецька;смт Зарічне;2464
1413356000;Донецька;смт Новоселівка;1261
1413356400;Донецька;смт Ямпіль;1977
1413356600;Донецька;смт Ярова;1877
1413500000;Донецька;м. Макіївка (міськрада);378740
1413510100;Донецька;м. Макіївка;341362
1413565300;Донецька;смт Землянки;1697
1413565700;Донецька;смт Ясинівка;3595
1413566200;Донецька;смт Велике Оріхове;592
1413566500;Донецька;смт Нижня Кринка;13589
1413567000;Донецька;смт Лісне;133
1413567600;Донецька;смт Липське;891
1413567800;Донецька;смт Кринична;4469
1413568100;Донецька;смт Маяк;1174
1413569100;Донецька;смт Вугляр;1087
1413569200;Донецька;смт Високе;455
1413569300;Донецька;смт Грузько-Зорянське;1334
1413569400;Донецька;смт Грузько-Ломівка;614
1413569500;Донецька;смт Гусельське;458
1413569600;Донецька;смт Колосникове;598
1413569700;Донецька;смт Межове;1193
1413569800;Донецька;смт П'ятипілля;3156
1413569900;Донецька;смт Холодне;1430
1413600000;Донецька;м. Новогродівка;14481
1413800000;Донецька;м. Селидове (міськрада);49763
1413810100;Донецька;м. Селидове;22276
1413845300;Донецька;смт Вишневе;253
1413845600;Донецька;смт Комишівка;388
1413845900;Донецька;смт Курахівка;2726
1413846200;Донецька;смт Гостре;576
1413846500;Донецька;смт Цукурине;1784
1413870300;Донецька;м. Гірник;10725
1413870900;Донецька;м. Українськ;11035
1414100000;Донецька;м. Слов'янськ (міськрада);112732
1414110100;Донецька;м. Слов'янськ;108363
1414170500;Донецька;м. Святогірськ;4369
1414400000;Донецька;м. Сніжне (міськрада);67739
1414410100;Донецька;м. Сніжне;46092
1414445300;Донецька;смт Андріївка;2129
1414445600;Донецька;смт Бражине;312
1414445900;Донецька;смт Гірницьке;1158
1414446200;Донецька;смт Залісне;2399
1414446500;Донецька;смт Лиманчук;888
1414446800;Донецька;смт Никифорове;355
1414447100;Донецька;смт Первомайський;2788
1414447400;Донецька;смт Первомайське;500
1414447700;Донецька;смт Побєда;542
1414448000;Донецька;смт Сєверне;9847
1414700000;Донецька;м. Чистякове (міськрада);76798
1414710100;Донецька;м. Чистякове;53945
1414745400;Донецька;смт Пелагіївка;17846
1414745700;Донецька;смт Розсипне;5007
1414800000;Донецька;м. Вугледар;14616
1415000000;Донецька;м. Харцизьк (міськрада);100004
1415010100;Донецька;м. Харцизьк;56551
1415045600;Донецька;смт Благодатне;37
1415045900;Донецька;смт Гірне;3299
1415046200;Донецька;смт Зуївка;3087
1415046800;Донецька;смт Покровка;159
1415047200;Донецька;смт Троїцько-Харцизьк;919
1415047500;Донецька;смт Шахтне;778
1415047800;Донецька;смт Широке;729
1415070500;Донецька;м. Зугрес;17956
1415070800;Донецька;м. Іловайськ;15487
1415300000;Донецька;м. Шахтарськ (міськрада);58189
1415310100;Донецька;м. Шахтарськ;48547
1415345400;Донецька;смт Контарне;1427
1415345700;Донецька;смт Московське;626
1415346000;Донецька;смт Сердите;1933
1415346400;Донецька;смт Стіжківське;3890
1415500000;Донецька;м. Ясинувата;34394
1420300000;Донецька;Олександрівський район;17615
1420355100;Донецька;смт Олександрівка;3409
1420600000;Донецька;Амвросіївський район;43759
1420610100;Донецька;м. Амвросіївка;18090
1420655300;Донецька;смт Копані;1108
1420655600;Донецька;смт Кутейникове;1626
1420655900;Донецька;смт Новоамвросіївське;2122
1420900000;Донецька;Бахмутський район;105040
1420910200;Донецька;м. Вуглегірськ;7338
1420910400;Донецька;м. Сіверськ;11231
1420910600;Донецька;м. Світлодарськ;11421
1420910800;Донецька;м. Соледар;10867
1420911000;Донецька;м. Часів Яр;12756
1420955100;Донецька;смт Булавинське;3091
1420955200;Донецька;смт Зайцеве;3969
1420955400;Донецька;смт Луганське;2177
1420955500;Донецька;смт Миронівський;7472
1420955600;Донецька;смт Олександрівське;1530
1420955800;Донецька;смт Оленівка;751
1420956000;Донецька;смт Ольховатка;2994
1420956200;Донецька;смт Прибережне;152
1421200000;Донецька;Великоновосілківський район;37144
1421255100;Донецька;смт Велика Новосілка;5481
1421500000;Донецька;Волноваський район;95805
1421510100;Донецька;м. Волноваха;21678
1421555100;Донецька;смт Андріївка;2582
1421555300;Донецька;смт Благодатне;1088
1421555600;Донецька;смт Володимирівка;6263
1421555900;Донецька;смт Донське;4713
1421556500;Донецька;смт Графське;392
1421556600;Донецька;смт Мирне;1679
1421556800;Донецька;смт Новотроїцьке;6535
1421557100;Донецька;смт Оленівка;4534
1421557200;Донецька;смт Ольгинка;3027
1421700000;Донецька;Нікольський район;27337
1421755100;Донецька;смт Нікольське;7948
1422000000;Донецька;Добропільський район;14901
1422055500;Донецька;смт Святогорівка;1862
1422400000;Донецька;Костянтинівський район;17166
1422700000;Донецька;Покровський район;29449
1422755300;Донецька;смт Гродівка;2386
1422755600;Донецька;смт Новоекономічне;2843
1422756300;Донецька;смт Удачне;1675
1423000000;Донецька;Лиманський район;21799
1423300000;Донецька;Мар'їнський район;79117
1423310100;Донецька;м. Мар'їнка;9376
1423310400;Донецька;м. Красногорівка;15055
1423310600;Донецька;м. Курахове;18782
1423355300;Донецька;смт Олександрівка;3915
1423355600;Донецька;смт Іллінка;430
1423356200;Донецька;смт Старомихайлівка;5120
1423600000;Донецька;Новоазовський район;26952
1423610100;Донецька;м. Новоазовськ;11147
1423655400;Донецька;смт Сєдове;2588
1423900000;Донецька;Мангушський район;25524
1423955100;Донецька;смт Мангуш;7937
1423955500;Донецька;смт Ялта;4903
1424200000;Донецька;Слов'янський район;45917
1424210800;Донецька;м. Миколаївка;14564
1424255300;Донецька;смт Андріївка;820
1424255600;Донецька;смт Билбасівка;5917
1424255900;Донецька;смт Донецьке;597
1424256200;Донецька;смт Райгородок;3300
1424256500;Донецька;смт Черкаське;3256
1424500000;Донецька;Старобешівський район;49313
1424510400;Донецька;м. Кальміуське;11469
1424555100;Донецька;смт Старобешеве;6071
1424555400;Донецька;смт Новий Світ;9024
1424800000;Донецька;Бойківський район;13773
1424855100;Донецька;смт Бойківське;4271
1425200000;Донецька;Шахтарський район;18878
1425500000;Донецька;Ясинуватський район;25942
1425555200;Донецька;смт Верхньоторецьке;2884
1425555300;Донецька;смт Желанне;1303
1425555600;Донецька;смт Керамік;349
1425555900;Донецька;смт Очеретине;3449
1800000000;Житомирська;Житомирська область;1208212
1810100000;Житомирська;м. Житомир;264318
1810400000;Житомирська;м. Бердичів;74839
1810700000;Житомирська;м. Коростень;62833
1810900000;Житомирська;м. Малин;25831
1811000000;Житомирська;м. Новоград-Волинський;55790
1820300000;Житомирська;Андрушівський район;32030
1820310100;Житомирська;м. Андрушівка;8517
1820355600;Житомирська;смт Червоне;2798
1820600000;Житомирська;Баранівський район;38510
1820610100;Житомирська;м. Баранівка;11497
1820655400;Житомирська;смт Довбиш;4209
1820655700;Житомирська;смт Кам'яний Брід;2473
1820655900;Житомирська;смт Мар'янівка;1459
1820656000;Житомирська;смт Першотравенськ;3361
1820656300;Житомирська;смт Полянка;1613
1820800000;Житомирська;Бердичівський район;27587
1820855300;Житомирська;смт Гришківці;4181
1820900000;Житомирська;Брусилівський район;14539
1820955100;Житомирська;смт Брусилів;4785
1821100000;Житомирська;Хорошівський район;33828
1821155100;Житомирська;смт Хорошів;7579
1821155400;Житомирська;смт Іршанськ;6515
1821155700;Житомирська;смт Нова Борова;5479
1821400000;Житомирська;Романівський район;27334
1821455100;Житомирська;смт Романів;7416
1821455300;Житомирська;смт Биківка;1710
1821455600;Житомирська;смт Миропіль;4569
1821700000;Житомирська;Ємільчинський район;31615
1821755100;Житомирська;смт Ємільчине;6434
1821756000;Житомирська;смт Яблунець;1107
1822000000;Житомирська;Житомирський район;72213
1822055300;Житомирська;смт Гуйва;1635
1822055600;Житомирська;смт Новогуйвинське;5221
1822055900;Житомирська;смт Озерне;5770
1822300000;Житомирська;Коростенський район;25297
1822500000;Житомирська;Коростишівський район;39432
1822510100;Житомирська;м. Коростишів;24822
1822800000;Житомирська;Лугинський район;15691
1822855100;Житомирська;смт Лугини;3950
1822856000;Житомирська;смт Миролюбів;596
1823100000;Житомирська;Любарський район;26032
1823155100;Житомирська;смт Любар;2056
1823400000;Житомирська;Малинський район;18010
1823455200;Житомирська;смт Гранітне;1403
1823455400;Житомирська;смт Чоповичі;1827
1823700000;Житомирська;Народицький район;9458
1823755100;Житомирська;смт Народичі;2867
1824000000;Житомирська;Новоград-Волинський район;43789
1824055600;Житомирська;смт Городниця;5256
1824200000;Житомирська;Овруцький район;53916
1824210100;Житомирська;м. Овруч;15551
1824255400;Житомирська;смт Першотравневе;2392
1824400000;Житомирська;Олевський район;40721
1824410100;Житомирська;м. Олевськ;10305
1824455200;Житомирська;смт Бучмани;652
1824455300;Житомирська;смт Діброва;123
1824455400;Житомирська;смт Дружба;493
1824456000;Житомирська;смт Новоозерянка;528
1824456200;Житомирська;смт Нові Білокоровичі;3061
1824700000;Житомирська;Попільнянський район;30106
1824755100;Житомирська;смт Попільня;5470
1824755400;Житомирська;смт Корнин;2027
1825000000;Житомирська;Радомишльський район;36069
1825010100;Житомирська;м. Радомишль;14109
1825055300;Житомирська;смт Біла Криниця;816
1825055500;Житомирська;смт Городок;2762
1825200000;Житомирська;Ружинський район;25520
1825255100;Житомирська;смт Ружин;4418
1825400000;Житомирська;Пулинський район;22193
1825455100;Житомирська;смт Пулини;5267
1825600000;Житомирська;Черняхівський район;27464
1825655100;Житомирська;смт Черняхів;9330
1825655500;Житомирська;смт Головине;1819
1825800000;Житомирська;Чуднівський район;33247
1825810100;Житомирська;м. Чуднів;5494
1825855200;Житомирська;смт Вакуленчук;1885
1825855300;Житомирська;смт Великі Коровинці;2175
1825855600;Житомирська;смт Іванопіль;3064
2100000000;Закарпатська;Закарпатська область;1253791
2110100000;Закарпатська;м. Ужгород;115512
2110200000;Закарпатська;м. Берегове (міськрада);23868
2110210100;Закарпатська;м. Берегове;23571
2110400000;Закарпатська;м. Мукачево;85796
2110800000;Закарпатська;м. Хуст (міськрада);31612
2110810100;Закарпатська;м. Хуст;28321
2111000000;Закарпатська;м. Чоп;8819
2120400000;Закарпатська;Берегівський район;50196
2120455400;Закарпатська;смт Батьово;2974
2120800000;Закарпатська;Великоберезнянський район;26060
2120855100;Закарпатська;смт Великий Березний;7632
2121200000;Закарпатська;Виноградівський район;120795
2121210100;Закарпатська;м. Виноградів;25395
2121255300;Закарпатська;смт Вилок;3155
2121255600;Закарпатська;смт Королево;10260
2121500000;Закарпатська;Воловецький район;23709
2121555100;Закарпатська;смт Воловець;5077
2121555300;Закарпатська;смт Жденієво;1088
2121900000;Закарпатська;Іршавський район;100294
2121910100;Закарпатська;м. Іршава;9259
2122400000;Закарпатська;Міжгірський район;47360
2122455100;Закарпатська;смт Міжгір'я;9547
2122700000;Закарпатська;Мукачівський район;99518
2122755300;Закарпатська;смт Кольчино;4267
2122755500;Закарпатська;смт Чинадійово;6793
2123200000;Закарпатська;Перечинський район;31688
2123210100;Закарпатська;м. Перечин;6644
2123600000;Закарпатська;Рахівський район;92543
2123610100;Закарпатська;м. Рахів;15601
2123655500;Закарпатська;смт Великий Бичків;9203
2123655800;Закарпатська;смт Кобилецька Поляна;3498
2123656200;Закарпатська;смт Ясіня;8576
2124000000;Закарпатська;Свалявський район;54138
2124010100;Закарпатська;м. Свалява;17183
2124400000;Закарпатська;Тячівський район;175048
2124410100;Закарпатська;м. Тячів;8972
2124455300;Закарпатська;смт Буштино;8529
2124455600;Закарпатська;смт Дубове;9930
2124455900;Закарпатська;смт Солотвино;8585
2124456200;Закарпатська;смт Тересва;7585
2124456500;Закарпатська;смт Усть-Чорна;1564
2124800000;Закарпатська;Ужгородський район;71640
2124855500;Закарпатська;смт Середнє;4299
2125300000;Закарпатська;Хустський район;95195
2125355300;Закарпатська;смт Вишково;8269
2300000000;Запорізька;Запорізька область;1687401
2310100000;Запорізька;м. Запоріжжя;731922
2310400000;Запорізька;м. Бердянськ (міськрада);112236
2310410100;Запорізька;м. Бердянськ;109187
2310700000;Запорізька;м. Мелітополь;151948
2311000000;Запорізька;м. Токмак;30532
2312500000;Запорізька;м. Енергодар;53343
2320300000;Запорізька;Якимівський район;32490
2320355100;Запорізька;смт Якимівка;11403
2320355400;Запорізька;смт Кирилівка;3416
2320600000;Запорізька;Бердянський район;24274
2320655200;Запорізька;смт Андріївка;2701
2320900000;Запорізька;Василівський район;60962
2320910100;Запорізька;м. Василівка;12971
2320910400;Запорізька;м. Дніпрорудне;18231
2320955700;Запорізька;смт Степногірськ;4358
2321100000;Запорізька;Великобілозерський район;7644
2321200000;Запорізька;Веселівський район;20672
2321255100;Запорізька;смт Веселе;9654
2321500000;Запорізька;Вільнянський район;45621
2321510100;Запорізька;м. Вільнянськ;14809
2321555300;Запорізька;смт Кам'яне;1164
2321800000;Запорізька;Гуляйпільський район;25337
2321810100;Запорізька;м. Гуляйполе;13262
2321855300;Запорізька;смт Залізничне;1087
2322100000;Запорізька;Запорізький район;56364
2322155300;Запорізька;смт Балабине;5940
2322155600;Запорізька;смт Кушугум;7970
2322155900;Запорізька;смт Малокатеринівка;3303
2322400000;Запорізька;Кам'янсько-Дніпровський район;38365
2322410100;Запорізька;м. Кам'янка-Дніпровська;12472
2322700000;Запорізька;Більмацький район;20922
2322755100;Запорізька;смт Більмак;6609
2322755400;Запорізька;смт Комиш-Зоря;2147
2323000000;Запорізька;Мелітопольський район;48191
2323055500;Запорізька;смт Мирне;2921
2323300000;Запорізька;Михайлівський район;27862
2323355100;Запорізька;смт Михайлівка;11833
2323355400;Запорізька;смт Пришиб;3103
2323600000;Запорізька;Новомиколаївський район;15068
2323655100;Запорізька;смт Новомиколаївка;5137
2323655500;Запорізька;смт Тернувате;1282
2323900000;Запорізька;Оріхівський район;44114
2323910100;Запорізька;м. Оріхів;14278
2323955400;Запорізька;смт Комишуваха;5221
2324200000;Запорізька;Пологівський район;38636
2324210100;Запорізька;м. Пологи;18658
2324500000;Запорізька;Приазовський район;26280
2324555100;Запорізька;смт Приазовське;6510
2324555400;Запорізька;смт Нововасилівка;2229
2324800000;Запорізька;Приморський район;28866
2324810100;Запорізька;м. Приморськ;11497
2324900000;Запорізька;Розівський район;8277
2324955100;Запорізька;смт Розівка;3085
2325200000;Запорізька;Токмацький район;21330
2325210100;Запорізька;м. Молочанськ;6327
